10000. 6.5 ! nominal wave power (pT)^2, L0; multiply values by power*(L/L0)^3
           8          54          89
   1.200000       1.500000       2.500000       5.000000       7.500000    
   10.00000       15.00000       20.00000    
  0.1000000      0.1995262      0.3162278      0.5011872      0.7943282    
   1.000000       1.584893       1.995262       2.511886       3.162278    
   3.981072       5.011872       6.309573       7.943282       10.00000    
   11.93800       14.25100       17.01300       20.30900       24.24500    
   28.94300       34.55100       41.24600       49.23900       58.78000    
   70.17000       83.76800       100.0000       119.3800       142.5100    
   170.1300       203.0900       242.4500       289.4300       345.5100    
   412.4600       492.3900       587.8000       701.7000       837.6800    
   1000.000       1193.800       1425.100       1701.300       2030.900    
   2424.500       2894.300       3455.100       4124.600       4923.900    
   5878.000       7017.000       8376.800       10000.00       ! E(kev) 
   1.200000      0.1000000         ! fpe/fce  
  alpha0    Daa/p^2     DaE/E^2     DEE/E^2  (sec^-1)
    1.00  0.0000E+00  0.0000E+00  0.0000E+00
    2.00  0.0000E+00  0.0000E+00  0.0000E+00
    3.00  0.0000E+00  0.0000E+00  0.0000E+00
    4.00  0.0000E+00  0.0000E+00  0.0000E+00
    5.00  0.0000E+00  0.0000E+00  0.0000E+00
    6.00  0.0000E+00  0.0000E+00  0.0000E+00
    7.00  0.0000E+00  0.0000E+00  0.0000E+00
    8.00  0.0000E+00  0.0000E+00  0.0000E+00
    9.00  0.0000E+00  0.0000E+00  0.0000E+00
   10.00  0.0000E+00  0.0000E+00  0.0000E+00
   11.00  0.0000E+00  0.0000E+00  0.0000E+00
   12.00  0.0000E+00  0.0000E+00  0.0000E+00
   13.00  0.0000E+00  0.0000E+00  0.0000E+00
   14.00  0.0000E+00  0.0000E+00  0.0000E+00
   15.00  0.0000E+00  0.0000E+00  0.0000E+00
   16.00  0.0000E+00  0.0000E+00  0.0000E+00
   17.00  0.0000E+00  0.0000E+00  0.0000E+00
   18.00  0.0000E+00  0.0000E+00  0.0000E+00
   19.00  0.0000E+00  0.0000E+00  0.0000E+00
   20.00  0.0000E+00  0.0000E+00  0.0000E+00
   21.00  0.0000E+00  0.0000E+00  0.0000E+00
   22.00  0.0000E+00  0.0000E+00  0.0000E+00
   23.00  0.0000E+00  0.0000E+00  0.0000E+00
   24.00  0.0000E+00  0.0000E+00  0.0000E+00
   25.00  0.0000E+00  0.0000E+00  0.0000E+00
   26.00  0.0000E+00  0.0000E+00  0.0000E+00
